order_id,order_date,region,channel,product_category,customer_segment,units,unit_price,discount_pct,revenue,shipping_days,satisfaction
ORD-00409,2026-02-06,West,partner,Networking,Mid-Market,2,377.01,5,716.32,9,4
ORD-00026,2026-02-07,East,web,Networking,Mid-Market,5,356.84,5,1694.99,1,5
ORD-00027,2026-02-07,South,mobile,Storage,Mid-Market,4,150.88,0,603.52,2,5
ORD-00287,2026-02-07,East,partner,Displays,Enterprise,6,702.48,0,4214.88,8,4
ORD-00387,2026-02-09,East,mobile,Networking,SMB,6,332.34,0,1994.04,2,5
ORD-00062,2026-02-10,North,web,Storage,Mid-Market,6,169.96,0,1019.76,3,5
ORD-00017,2026-02-11,South,partner,Peripherals,Enterprise,4,115.83,0,463.32,7,4
ORD-00099,2026-02-11,North,partner,Peripherals,SMB,2,94.52,0,189.04,8,3
ORD-00406,2026-02-11,South,web,Storage,SMB,5,151.56,5,719.91,4,4
ORD-00240,2026-02-12,East,web,Peripherals,Enterprise,2,124.68,5,236.89,1,5
ORD-00192,2026-02-14,West,mobile,Audio,Enterprise,8,254.03,15,1727.4,3,4
ORD-00349,2026-02-14,East,web,Displays,SMB,2,612.73,10,1102.91,2,5
ORD-00382,2026-02-14,South,partner,Networking,SMB,2,316.31,10,569.36,6,
ORD-00141,2026-02-15,North,partner,Storage,SMB,3,155.54,0,466.62,5,
ORD-00042,2026-02-17,West,mobile,Audio,Mid-Market,3,228.24,15,582.01,4,4
ORD-00047,2026-02-17,Central,web,Peripherals,SMB,2,95.36,0,190.72,1,5
ORD-00142,2026-02-17,North,partner,Displays,Enterprise,3,774.35,5,2206.9,8,3
ORD-00172,2026-02-17,North,partner,Storage,SMB,6,150.01,20,720.05,4,4
ORD-00279,2026-02-17,West,web,Storage,Mid-Market,5,154.88,0,774.4,2,5
ORD-00395,2026-02-17,East,mobile,Storage,SMB,1,160.51,5,152.48,2,5
ORD-00208,2026-02-19,South,web,Audio,SMB,1,215.39,5,204.62,1,5
ORD-00104,2026-02-20,North,mobile,Peripherals,Mid-Market,4,93.48,0,373.92,6,4
ORD-00137,2026-02-20,South,web,Audio,SMB,6,189.67,5,1081.12,5,5
ORD-00343,2026-02-21,East,partner,Audio,Mid-Market,3,209.65,0,628.95,6,4
ORD-00396,2026-02-21,Central,web,Storage,Enterprise,2,192.21,5,365.2,4,4
ORD-00069,2026-02-22,South,web,Peripherals,SMB,2,99.45,10,179.01,4,5
ORD-00053,2026-02-23,South,mobile,Peripherals,Enterprise,5,125.53,0,627.65,2,5
ORD-00083,2026-02-23,East,mobile,Audio,SMB,2,191.52,5,363.89,1,5
ORD-00171,2026-02-23,South,partner,Displays,Mid-Market,3,619.03,5,1764.24,5,4
ORD-00296,2026-02-23,East,partner,Displays,Enterprise,5,801.38,5,3806.55,10,4
ORD-00180,2026-02-24,East,web,Displays,SMB,4,601.44,10,2165.18,2,5
ORD-00203,2026-02-24,East,mobile,Networking,SMB,7,342.57,20,1918.39,6,
ORD-00303,2026-02-24,North,mobile,Networking,Mid-Market,6,352.13,0,2112.78,2,5
ORD-00168,2026-02-25,North,web,Peripherals,SMB,1,96.45,0,96.45,5,5
ORD-00237,2026-02-25,West,web,Peripherals,SMB,3,99.18,0,297.54,3,3
ORD-00086,2026-02-26,Central,mobile,Audio,Mid-Market,3,206.55,20,495.72,1,5
ORD-00415,2026-02-26,South,partner,Peripherals,Mid-Market,3,96.08,10,259.42,5,4
ORD-00242,2026-02-27,North,partner,Displays,Mid-Market,4,611.74,5,2324.61,2,5
ORD-00400,2026-02-27,East,partner,Audio,Enterprise,2,270.62,10,487.12,8,5
ORD-00061,2026-02-28,East,web,Storage,Mid-Market,4,160.82,5,611.12,3,5
ORD-00077,2026-02-28,South,mobile,Storage,Mid-Market,3,156.18,20,374.83,3,4
ORD-00147,2026-02-28,North,phone,Audio,SMB,5,190.64,0,953.2,5,4
ORD-00307,2026-02-28,Central,mobile,Audio,Enterprise,7,236.93,0,1658.51,4,4
ORD-00130,2026-03-01,South,partner,Peripherals,Mid-Market,2,93.74,5,178.11,6,5
ORD-00134,2026-03-02,West,web,Displays,Mid-Market,8,601.3,0,4810.4,3,3
ORD-00102,2026-03-03,West,mobile,Networking,Enterprise,5,394.7,20,1578.8,4,4
ORD-00313,2026-03-03,South,web,Storage,Mid-Market,4,158.55,0,634.2,2,5
ORD-00329,2026-03-03,North,web,Peripherals,Enterprise,3,110.17,0,330.51,1,5
ORD-00091,2026-03-04,South,mobile,Audio,SMB,3,215.38,10,581.53,3,4
ORD-00230,2026-03-04,East,web,Peripherals,Mid-Market,2,101.4,0,202.8,1,5
ORD-00259,2026-03-04,North,web,Displays,SMB,2,610.85,0,1221.7,3,4
ORD-00320,2026-03-04,North,web,Audio,SMB,4,214.7,0,858.8,1,4
ORD-00132,2026-03-05,West,web,Networking,SMB,6,345.53,0,2073.18,1,5
ORD-00371,2026-03-05,East,partner,Networking,SMB,2,314.04,0,628.08,8,4
ORD-00155,2026-03-06,West,web,Audio,Enterprise,5,248.09,15,1054.38,5,3
ORD-00165,2026-03-06,North,partner,Networking,SMB,3,331.24,10,894.35,8,4
ORD-00176,2026-03-06,South,web,Audio,Mid-Market,5,225.3,20,901.2,2,5
ORD-00323,2026-03-06,Central,phone,Displays,SMB,3,640.63,10,1729.7,2,5
ORD-00150,2026-03-07,Central,web,Peripherals,SMB,2,99.13,10,178.43,5,
ORD-00241,2026-03-07,West,phone,Audio,SMB,4,211.5,0,846.0,3,5
ORD-00251,2026-03-07,East,phone,Storage,SMB,2,149.79,5,284.6,3,5
ORD-00264,2026-03-07,East,mobile,Displays,Enterprise,3,729.03,0,2187.09,3,5
ORD-00110,2026-03-08,West,partner,Audio,Mid-Market,6,207.36,0,1244.16,11,4
ORD-00282,2026-03-08,East,phone,Storage,SMB,3,148.25,0,444.75,2,4
ORD-00048,2026-03-09,North,web,Audio,SMB,6,214.64,0,1287.84,4,5
ORD-00170,2026-03-09,South,partner,Displays,SMB,1,628.38,15,534.12,7,
ORD-00308,2026-03-09,East,mobile,Peripherals,Enterprise,2,124.72,5,236.97,4,5
ORD-00108,2026-03-11,North,phone,Networking,Enterprise,5,438.49,0,2192.45,5,4
ORD-00193,2026-03-11,East,web,Audio,Enterprise,3,251.1,20,602.64,2,3
ORD-00273,2026-03-11,East,phone,Audio,SMB,6,202.21,5,1152.6,4,4
ORD-00293,2026-03-11,South,web,Peripherals,SMB,2,93.59,0,187.18,1,
ORD-00339,2026-03-11,North,web,Storage,SMB,4,158.66,15,539.44,3,5
ORD-00186,2026-03-12,East,partner,Audio,Mid-Market,5,217.37,15,923.82,6,4
ORD-00183,2026-03-13,Central,web,Peripherals,SMB,2,100.66,15,171.12,3,4
ORD-00317,2026-03-14,South,phone,Storage,Enterprise,3,198.83,5,566.67,1,5
ORD-00111,2026-03-16,East,web,Audio,SMB,7,210.49,10,1326.09,4,4
ORD-00211,2026-03-16,East,partner,Displays,Mid-Market,2,687.12,5,1305.53,8,4
ORD-00274,2026-03-16,West,mobile,Peripherals,Enterprise,5,124.47,0,622.35,4,5
ORD-00199,2026-03-17,Central,phone,Displays,Mid-Market,6,654.73,5,3731.96,3,4
ORD-00295,2026-03-17,West,mobile,Audio,SMB,4,200.86,15,682.92,1,5
ORD-00167,2026-03-18,West,web,Peripherals,SMB,2,95.51,0,191.02,1,5
ORD-00277,2026-03-18,East,web,Displays,Mid-Market,7,642.54,10,4048.0,5,
ORD-00362,2026-03-18,West,web,Networking,Enterprise,7,421.62,5,2803.77,3,4
ORD-00414,2026-03-18,North,partner,Audio,SMB,4,204.01,0,816.04,8,4
ORD-00006,2026-03-20,Central,partner,Networking,SMB,2,357.84,0,715.68,4,4
ORD-00394,2026-03-20,West,web,Networking,SMB,3,324.49,15,827.45,3,5
ORD-00055,2026-03-21,North,web,Displays,SMB,1,614.45,10,553.01,3,5
ORD-00089,2026-03-21,West,web,Peripherals,SMB,6,91.81,0,550.86,1,5
ORD-00271,2026-03-21,East,phone,Displays,Mid-Market,6,614.68,5,3503.68,3,5
ORD-00275,2026-03-21,Central,partner,Storage,SMB,7,154.79,5,1029.35,7,
ORD-00332,2026-03-21,North,web,Displays,SMB,2,574.11,0,1148.22,1,5
ORD-00254,2026-03-22,North,partner,Displays,Mid-Market,3,616.43,0,1849.29,7,
ORD-00334,2026-03-23,West,web,Displays,SMB,2,580.24,0,1160.48,2,5
ORD-00175,2026-03-24,Central,web,Peripherals,Enterprise,4,120.75,5,458.85,2,3
ORD-00356,2026-03-24,South,partner,Storage,SMB,2,149.37,20,238.99,7,4
ORD-00151,2026-03-25,West,web,Networking,Enterprise,4,444.36,10,1599.7,1,5
ORD-00071,2026-03-26,West,partner,Displays,SMB,1,642.52,10,578.27,10,4
ORD-00335,2026-03-26,North,web,Displays,Mid-Market,6,685.76,0,4114.56,2,4
ORD-00200,2026-03-27,West,mobile,Audio,SMB,6,192.8,20,925.44,4,5
ORD-00228,2026-03-27,West,phone,Displays,SMB,2,607.08,10,1092.74,4,4
ORD-00247,2026-03-27,West,mobile,Audio,Mid-Market,3,217.03,5,618.54,4,4
ORD-00284,2026-03-27,East,partner,Audio,SMB,5,201.02,10,904.59,10,4
ORD-00420,2026-03-28,South,web,Displays,Enterprise,3,739.71,0,2219.13,4,5
ORD-00015,2026-03-29,South,web,Peripherals,Mid-Market,3,107.26,0,321.78,3,4
ORD-00021,2026-03-29,East,web,Peripherals,Mid-Market,6,99.57,15,507.81,3,5
ORD-00235,2026-03-29,West,mobile,Audio,SMB,2,207.06,5,393.41,4,4
ORD-00410,2026-03-29,East,web,Audio,SMB,2,208.07,0,416.14,3,5
ORD-00082,2026-03-30,East,web,Peripherals,SMB,6,96.54,15,492.35,3,4
ORD-00252,2026-03-30,West,partner,Storage,SMB,3,163.74,0,491.22,7,4
ORD-00361,2026-03-30,West,mobile,Networking,SMB,5,336.87,0,1684.35,3,5
ORD-00233,2026-03-31,South,web,Peripherals,Mid-Market,2,104.19,5,197.96,6,4
